id,url,nickname,dob,nationality,address,association,class,height,weight,name
18248,/fighter/Tonya-Evinger-18248,Triple Threat,1981-06-04,United States,"Odessa, Missouri",W4R Training Center,Bantamweight,170.18,61.23,Tonya Evinger
58503,/fighter/Volkan-Oezdemir-58503,No Time,1989-09-19,Switzerland,Fribourg,Team TavaresFight Move Academy,Light Heavyweight,185.42,92.99,Volkan Oezdemir
23782,/fighter/Calvin-Kattar-23782,The Boston Finisher,1988-03-26,United States,"Methuen, Massachusetts",Carlos Neto BJJTeam Sityodtong,Featherweight,180.34,65.77,Calvin Kattar
174665,/fighter/Jarred-Brooks-174665,The Monkey God,1993-05-02,United States,"Warsaw, Indiana",Mash Fight Team,Flyweight,160.02,56.7,Jarred Brooks
86414,/fighter/Eric-Shelton-86414,Showtime,1991-02-02,United States,"Davenport, Iowa",Team SprattRPBJJ,Flyweight,167.64,56.7,Eric Shelton
93407,/fighter/Eryk-Anders-93407,Frankenstein,1987-04-21,United States,"San Antonio, Texas",Spartan Fitness,Middleweight,185.42,83.91,Eryk Anders
159319,/fighter/Chase-Sherman-159319,The Vanilla Gorilla,1989-11-06,United States,"D'Iberville, Mississippi",,Heavyweight,193.04,113.4,Chase Sherman
104645,/fighter/Jeremy-Kennedy-104645,JBC,1992-09-16,Canada,"Surrey, British Columbia",Revolution MMAScorpion MMA,Lightweight,180.34,70.31,Jeremy Kennedy
53666,/fighter/Brian-Kelleher-53666,Boom,1986-08-19,United States,"Selden, New York",Maxum BJJ,Featherweight,167.64,63.96,Brian Kelleher
67923,/fighter/Junior-Albini-67923,Baby,1991-03-15,Brazil,"Paranagua, Parana",Astra Fight Team,Heavyweight,190.5,120.2,Junior Albini
76052,/fighter/Shane-Burgos-76052,Hurricane,1991-03-19,United States,"Woodbury, New York",Team Tiger Schulmann,Featherweight,180.34,65.77,Shane Burgos
93095,/fighter/Cynthia-Calvillo-93095,,1987-07-13,United States,"San Jose, California",Team Alpha Male,Strawweight,162.56,52.62,Cynthia Calvillo
47545,/fighter/Jack-Marshman-47545,The Hammer,1989-12-19,Wales,"Abertillery, Gwent",Tillery Combat MMA Academy,Middleweight,182.88,83.91,Jack Marshman
40126,/fighter/Ryan-Janes-40126,,1981-08-22,Canada,"Victoria, British Columbia",Zugec Ultimate Martial Arts,Middleweight,190.5,83.91,Ryan Janes
77674,/fighter/Khalil-Rountree-77674,The War Horse,1990-02-06,United States,"Las Vegas, Nevada",Syndicate MMA,Light Heavyweight,185.42,92.99,Khalil Rountree
110167,/fighter/Paul-Craig-110167,Bearjew,N/A,Scotland,Coatbridge,Scottish Hit Squad,Light Heavyweight,193.04,92.99,Paul Craig
63873,/fighter/Justin-Willis-63873,Big Pretty,1987-07-19,United States,"San Jose, California",American Kickboxing Academy,Heavyweight,190.5,120.2,Justin Willis
63627,/fighter/James-Mulheron-63627,The Juggernaut,N/A,England,"South Shields, Tyne and Wear",,Heavyweight,177.8,110.22,James Mulheron
75423,/fighter/Bobby-Nash-75423,Nashty,1990-03-26,United States,"East Lansing, Michigan",,Welterweight,182.88,77.11,Bobby Nash
25023,/fighter/Alexandre-Pantoja-25023,The Cannibal,1990-04-16,Brazil,"Arraial do Cabo, Rio de Janeiro",Nova UniaoBlack House,Flyweight,165.1,56.7,Alexandre Pantoja
59466,/fighter/Galore-Bofando-59466,,N/A,England,,,Welterweight,,77.11,Galore Bofando
163615,/fighter/Charlie-Ward-163615,,N/A,Ireland,,SBG Ireland,Middleweight,,83.91,Charlie Ward
59830,/fighter/Danny-Henry-59830,The Hatchet,N/A,Scotland,Endinburgh,Higher Level Martial Arts,Lightweight,180.34,70.31,Danny Henry
163939,/fighter/Daniel-Teymur-163939,Kid Dynamite,N/A,Sweden,Stockholm,Allstars Training Center,Lightweight,170.18,70.31,Daniel Teymur
92891,/fighter/Brett-Johns-92891,The Pikey,1992-02-21,Wales,Swansea,Chris Rees Academy,Bantamweight,170.18,61.23,Brett Johns
161099,/fighter/Albert-Morales-161099,The Warrior,1991-05-25,United States,"Carson, California",Systems Training CenterCaique Jiu-Jitsu,Bantamweight,175.26,61.23,Albert Morales
173973,/fighter/Amanda-Lemos-173973,,1987-05-22,Brazil,"Belem, Para",Marajo Brothers Team,Bantamweight,162.56,61.23,Amanda Lemos
172939,/fighter/Curtis-Blaydes-172939,Razor,1991-02-18,United States,"Nowhere, Oklahoma",Elevation Fight Team,Heavyweight,193.04,120.2,Curtis Blaydes
101093,/fighter/Brian-Camozzi-101093,The Mantis,1991-06-24,United States,"Parker, Colorado",Factory X,Welterweight,187.96,77.11,Brian Camozzi
21501,/fighter/Gerald-Meerschaert-21501,TM3,1987-12-18,United States,"Racine, Wisconsin",Roufusport,Middleweight,185.42,83.91,Gerald Meerschaert
108315,/fighter/Belal-Muhammad-108315,Remember the Name,1988-07-09,United States,"Chicago, Illinois",Roufusport,Welterweight,177.8,77.11,Belal Muhammad
61896,/fighter/Cody-Stamann-61896,Mr. Wonderful,1989-11-09,United States,"Wayne, Michigan",Michigan Top Team,Featherweight,170.18,65.77,Cody Stamann
106755,/fighter/Terrion-Ware-106755,Flash,1986-03-31,United States,"Hawthorne, California",Systems Training Center,Bantamweight,172.72,61.23,Terrion Ware
111237,/fighter/Trevin-Giles-111237,The Problem,1992-08-06,United States,"Houston, Texas",Texas Elite MMA,Middleweight,182.88,83.91,Trevin Giles
130011,/fighter/James-Bochnovic-130011,,1989-02-13,United States,"Kenosha, Wisconsin",Rothwell MMALCCT,Middleweight,193.04,83.91,James Bochnovic
46648,/fighter/Justin-Gaethje-46648,The Highlight,1988-11-14,United States,"Safford, Arizona",Genesis Training Center,Lightweight,180.34,70.31,Justin Gaethje
84568,/fighter/Drakkar-Klose-84568,,1988-03-09,United States,"South Haven, Michigan",MMA Lab,Lightweight,172.72,70.31,Drakkar Klose
111545,/fighter/Marc-Diakiese-111545,Bonecrusher,1993-03-16,England,"Doncaster, South Yorkshire",Allstars Training CenterAtherton Submission Wrestling,Lightweight,177.8,69.85,Marc Diakiese
189015,/fighter/Nick-Roehrick-189015,,1987-07-06,United States,"Orlando, Florida",,Heavyweight,190.5,98.88,Nick Roehrick
124405,/fighter/Jordan-Johnson-124405,,N/A,United States,"San Diego, California",,Light Heavyweight,187.96,92.99,Jordan Johnson
79995,/fighter/Marcel-Fortuna-79995,Maozinha,1985-10-22,Brazil,"Tubarao, Santa Catarina",Ralph Gracie Jiu-JitsuAmerican Kickboxing Academy,Light Heavyweight,185.42,92.99,Marcel Fortuna
39298,/fighter/Ashley-Yoder-39298,The Spider Monkey,1987-10-20,United States,"Temecula, California",Team Quest,Strawweight,170.18,52.16,Ashley Yoder
17843,/fighter/Tom-Gallicchio-17843,Da Tank,1986-09-23,United States,"Toms River, New Jersey",Team Quest,Welterweight,175.26,77.11,Tom Gallicchio
145941,/fighter/Dominick-Reyes-145941,The Devastator,1989-12-26,United States,"Victorville, California",Cage Combat Academy,Light Heavyweight,193.04,92.99,Dominick Reyes
31777,/fighter/Joachim-Christensen-31777,,N/A,Denmark,Copenhagen,Arte Suave Copenhagen,Light Heavyweight,190.5,92.53,Joachim Christensen
80421,/fighter/Marvin-Vettori-80421,The Italian Dream,1993-09-20,Italy,"Mezzocorona, Trentino",Stabile Fight Team,Middleweight,182.88,83.91,Marvin Vettori
47899,/fighter/Darrell-Horcher-47899,The Saint,1987-07-28,United States,"Shermans Dale, Pennsylvania",Unrivaled Athletics,Lightweight,177.8,69.85,Darrell Horcher
64166,/fighter/Devin-Powell-64166,,N/A,United States,"Somersworth, New Hampshire",Nostos MMA,Lightweight,182.88,70.31,Devin Powell
74057,/fighter/Jared-Gordon-74057,Flash,1988-09-06,United States,"Queens, New York",Renzo Gracie Jiu-Jitsu,Lightweight,175.26,67.59,Jared Gordon
75509,/fighter/Michel-Quinones-75509,El Capo,1984-12-22,United States,"Coral Springs, Florida",American Top Team WolfpackReal World Training Center,Featherweight,177.8,65.77,Michel Quinones
59375,/fighter/Jeremy-Kimball-59375,Grizzly,1991-03-01,United States,"Colorado Springs, Colorado",Team Wildman Vale Tudo,Light Heavyweight,182.88,91.63,Jeremy Kimball
18495,/fighter/Josh-Stansbury-18495,The Sandman,1984-11-19,United States,"East Liverpool, Ohio",Team Impact,Light Heavyweight,187.96,92.99,Josh Stansbury
86928,/fighter/Marcin-Tybura-86928,Tybur,1985-11-09,Poland,Uniejow,S4 Fight Club,Heavyweight,190.5,112.94,Marcin Tybura
94411,/fighter/Cyril-Asker-94411,Silverback,1985-12-24,France,"Avignon, Vaucluse",Bushido Academie,Heavyweight,182.88,112.49,Cyril Asker
87380,/fighter/Rolando-Dy-87380,The Incredible,1991-08-11,Philippines,Paranaque,Biagtan Muay ThaiKratos MMA,Featherweight,172.72,65.77,Rolando Dy
22114,/fighter/Frank-Camacho-22114,The Crank,1989-05-18,Northern Mariana Islands,Saipan,Trench Tech,Welterweight,175.26,77.11,Frank Camacho
156471,/fighter/Kwan-Ho-Kwak-156471,,1989-06-18,South Korea,Seoul,Korean Top Team,Bantamweight,170.18,61.23,Kwan Ho Kwak
158487,/fighter/Naoki-Inoue-158487,,1997-06-14,Japan,"Toyohashi, Aichi",Hakushinkai Karate,Flyweight,172.72,56.7,Naoki Inoue
198787,/fighter/Carls-John-de-Tomas-198787,Golden Boy,1996-08-28,Philippines,,De Tomas MMA,Flyweight,167.64,56.7,Carls John de Tomas
159569,/fighter/Lucie-Pudilova-159569,Bullet,1994-06-13,Czech Republic,Pribram,KBC Pribram-MMA,Bantamweight,172.72,61.23,Lucie Pudilova
77250,/fighter/Ji-Yeon-Kim-77250,Fire Fist,1989-10-18,South Korea,Incheon,Impact Gym,Bantamweight,167.64,58.97,Ji Yeon Kim
101427,/fighter/Ion-Cutelaba-101427,The Hulk,1993-12-14,"Moldova, Republic of",Chisinau,WWFC Promotion,Light Heavyweight,185.42,92.99,Ion Cutelaba
175493,/fighter/Henrique-da-Silva-175493,Frankenstein,1989-09-01,Brazil,"Limoeiro, Pernambuco",Elite Combat,Light Heavyweight,190.5,92.99,Henrique da Silva
101527,/fighter/Alexander-Volkanovski-101527,The Great,N/A,Australia,"Windang, New South Wales",Freestyle Fighting Gym,Featherweight,167.64,65.77,Alexander Volkanovski
62243,/fighter/Damien-Brown-62243,Beatdown,1984-12-25,Australia,"Townsville, Queensland",Integrated MMA,Lightweight,177.8,70.31,Damien Brown
52853,/fighter/Luke-Jumeau-52853,The Jedi,1988-02-12,New Zealand,"Hamilton, Waikato",Phuket Top Team,Welterweight,180.34,77.11,Luke Jumeau
144015,/fighter/Ashkan-Mokhtarian-144015,The Assassin,1985-09-18,Australia,"Sydney, New South Wales",Australian Top Team,Flyweight,167.64,56.7,Ashkan Mokhtarian
100359,/fighter/Zak-Ottow-100359,The Barbarian,1986-12-22,United States,"Milwaukee, Wisconsin",Pura Vida BJJ,Welterweight,180.34,77.11,Zak Ottow
75565,/fighter/JJ-Aldrich-75565,,1992-06-11,United States,"Denver, Colorado",Freedom Fighters303 Training Center,Strawweight,165.1,52.62,J.J. Aldrich
128633,/fighter/Chanmi-Jeon-128633,Ottogi Girl,1997-08-28,South Korea,Seoul,Kukje GymRyeong Promotion,Strawweight,165.1,52.16,Chanmi Jeon
147165,/fighter/Paulo-Henrique-Costa-147165,Borrachinha,1991-04-21,Brazil,"Belo Horizonte, Minas Gerais",Champion TeamTeam Rubens DoreaCaveirinha Jiu-Jitsu Family,Middleweight,182.88,83.91,Paulo Henrique Costa
30936,/fighter/Marlon-Moraes-30936,Magic,1988-04-26,Brazil,"Nova Friburgo, Rio de Janeiro",Ricardo Almeida Jiu-JitsuValor Martial Arts,Bantamweight,167.64,61.23,Marlon Moraes
63723,/fighter/Eric-Spicely-63723,Zebrinha,1986-09-29,United States,"Olneyville, Rhode Island",Syndicate MMA,Middleweight,185.42,83.91,Eric Spicely
136139,/fighter/Matthew-Lopez-136139,,1987-01-21,United States,"Safford, Arizona",Grudge Training Center,Bantamweight,170.18,61.23,Matthew Lopez
136367,/fighter/Viviane-Pereira-136367,Sucuri,1993-08-28,Brazil,"Taua, Ceara",Dragon Kombat,Strawweight,152.4,52.16,Viviane Pereira
85597,/fighter/Jamie-Moyle-85597,,1989-03-17,United States,"Orlando, Florida",Syndicate MMA,Strawweight,154.94,52.62,Jamie Moyle
113505,/fighter/Luan-Chagas-113505,Tarzan,1993-06-17,Brazil,"Navirai, Mato Grosso do Sul",Gile Ribeiro TeamNoguchi Team,Welterweight,180.34,77.11,Luan Chagas
12903,/fighter/Jim-Wallhead-12903,Judo,1980-04-08,England,"Loughborough, Leicestershire",London Shootfighters,Welterweight,177.8,77.11,Jim Wallhead
110485,/fighter/Deiveson-Figueiredo-110485,Daico / Deus da Guerra,N/A,Brazil,"Soure, Para",Marajo Brothers Team,Flyweight,165.1,56.7,Deiveson Figueiredo
151701,/fighter/Abdul-Razak-Alhassan-151701,Judo Thunder,1985-08-11,United States,"Arlington, Texas",,Welterweight,177.8,77.11,Abdul Razak Alhassan
122281,/fighter/Oliver-Enkamp-122281,,N/A,Sweden,Stockholm,Pancrase Gym Sweden,Welterweight,182.88,77.11,Oliver Enkamp
55449,/fighter/Jessin-Ayari-55449,Abacus,1992-05-31,Germany,Nuremberg,Hammers TeamPlanet Eater,Welterweight,182.88,77.11,Jessin Ayari
56139,/fighter/Damir-Hadzovic-56139,The Bosnian Bomber,1986-08-08,Bosnia and Herzegovina,Gorazde,Arte Suave Copenhagen,Lightweight,182.88,70.31,Damir Hadzovic
47065,/fighter/Marcin-Held-47065,,1992-01-18,Poland,Tychy,Bastion TychyLondon Shootfighters,Lightweight,175.26,70.31,Marcin Held
81719,/fighter/Rashad-Coulter-81719,Daywalker,1981-11-27,United States,"Dallas, Texas",Octagon MMA,Heavyweight,180.34,109.32,Rashad Coulter
55325,/fighter/Gadzhimurad-Antigulov-55325,,N/A,Russia,"Makhachkala, Dagestan",American Top Team,Light Heavyweight,180.34,92.99,Gadzhimurad Antigulov
109357,/fighter/Michael-McBride-109357,,N/A,United States,"Webster City, Iowa",,Lightweight,185.42,70.31,Michael McBride
123439,/fighter/Danielle-Taylor-123439,Dynamite,1989-10-25,United States,"Palmdale, California",Saekson Muay Thai,Strawweight,152.4,52.16,Danielle Taylor
42457,/fighter/Cindy-Dandois-42457,Battlecat,1984-10-26,Belgium,Deurne,Perfect Team MMA,Bantamweight,170.18,61.23,Cindy Dandois
47006,/fighter/Matt-Schnell-47006,Danger,1990-01-15,United States,"Shreveport, Louisiana",American Top Team,Flyweight,172.72,56.7,Matt Schnell
92239,/fighter/Tom-Duquesnoy-92239,Fire Kid,1993-06-21,France,Paris,Jackson-Wink MMA,Bantamweight,170.18,61.23,Tom Duquesnoy
72777,/fighter/Devin-Clark-72777,Brown Bear,1988-07-26,United States,"Sioux Falls, South Dakota",Jackson-Wink MMA,Middleweight,182.88,83.91,Devin Clark
105321,/fighter/Andrew-Sanchez-105321,El Dirte,1988-04-08,United States,"St. Louis, Missouri",K Dojo Warrior Tribe,Light Heavyweight,185.42,90.26,Andrew Sanchez
90485,/fighter/Pearl-Gonzalez-90485,,1986-08-12,United States,"Cicero, Illinois",10th Planet San Diego,Strawweight,162.56,52.16,Pearl Gonzalez
76241,/fighter/Will-Brooks-76241,Ill Will,1986-10-08,United States,"Schaumburg, Illinois",American Top Team,Lightweight,180.34,70.31,Will Brooks
85885,/fighter/Josh-Emmett-85885,,1985-03-04,United States,"Sacramento, California",Team Alpha Male,Lightweight,170.18,70.31,Josh Emmett
119071,/fighter/Katlyn-Chookagian-119071,Blonde Fighter,1988-12-28,United States,"Jersey City, New Jersey",Team Renzo GracieAllStar BJJ,Bantamweight,175.26,61.23,Katlyn Chookagian
148377,/fighter/Irene-Aldana-148377,,1988-03-26,Mexico,"Guadalajara, Jalisco",Lobo Gym,Bantamweight,175.26,61.23,Irene Aldana
141553,/fighter/Magomed-Bibulatov-141553,Chaborz,1988-08-22,Russia,"Grozny, Chechnya",Akhmat Fight Team,Flyweight,165.1,56.7,Magomed Bibulatov
86123,/fighter/Jenel-Lausa-86123,The Demolition Man,1988-08-01,Philippines,Iloilo,Team Capanay,Flyweight,165.1,56.7,Jenel Lausa
128141,/fighter/Darren-Stewart-128141,The Dentist,N/A,England,"London, Greater London",The MMA Clinic,Light Heavyweight,177.8,92.99,Darren Stewart
122387,/fighter/Lina-Lansberg-122387,Elbow Queen,1982-03-13,Sweden,"Malmo, Scania",Redline Training Center,Bantamweight,167.64,61.23,Lina Lansberg
101995,/fighter/Davi-Ramos-101995,,1986-11-05,Brazil,"Rio de Janeiro, Rio de Janeiro",Team Nogueira,Lightweight,172.72,70.31,Davi Ramos
163937,/fighter/David-Teymur-163937,,1989-05-01,Sweden,Stockholm,Allstars Training Center,Lightweight,175.26,70.31,David Teymur
82446,/fighter/Lando-Vannata-82446,Groovy,1992-03-14,United States,"Toms River, New Jersey",Jackson-Wink MMA,Lightweight,175.26,70.31,Lando Vannata
138223,/fighter/Amanda-Bobby-Cooper-138223,ABC,1991-10-22,United States,"Bath, Michigan",Scorpion Fighting System,Strawweight,160.02,52.16,Amanda Bobby Cooper
54637,/fighter/Mark-Godbeer-54637,The Hand of,1983-11-22,England,"Bridgwater, Somerset",Scottish Hit Squad,Heavyweight,193.04,111.13,Mark Godbeer
36287,/fighter/Gina-Mazany-36287,Danger,1988-08-19,United States,"Anchorage, Alaska",Xtreme Couture,Bantamweight,167.64,61.23,Gina Mazany
74266,/fighter/Alessandro-Ricci-74266,Alex,1982-07-21,Canada,"Woodbridge, Ontario",M-1 Thai Boxing,Lightweight,180.34,70.31,Alessandro Ricci
121009,/fighter/Aiemann-Zahabi-121009,,1987-11-19,Canada,"Laval, Quebec",Tristar Gym,Bantamweight,172.72,61.23,Aiemann Zahabi
60258,/fighter/Adam-Milstead-60258,The Prototype,1987-07-03,United States,"Beaver Falls, Pennsylvania",Pittsburgh Fight Club,Heavyweight,190.5,105.69,Adam Milstead
121143,/fighter/Ricardo-Lucas-Ramos-121143,,1995-08-01,Brazil,"Campinas, Sao Paulo",Black Sheep MMA (Brazil),Bantamweight,175.26,61.23,Ricardo Lucas Ramos
89875,/fighter/Alessio-Di-Chirico-89875,Manzo,1989-12-12,Italy,Rome,Gloria Fight Center,Middleweight,182.88,83.91,Alessio Di Chirico
43874,/fighter/JC-Cottrell-43874,,1989-11-04,United States,"Oklahoma City, Oklahoma",Academy of Martial Arts,Lightweight,175.26,70.31,J.C. Cottrell
125781,/fighter/Dmitry-Smoliakov-125781,The Lifeguard,1982-08-05,Russia,Kaliningrad,Baltic Challenge Team,Heavyweight,187.96,116.57,Dmitry Smoliakov
66143,/fighter/Emil-Weber-Meek-66143,Valhalla,1988-08-20,Norway,Trondheim,MMA TrondheimFrontline Academy,Welterweight,180.34,77.11,Emil Weber Meek
76834,/fighter/Saparbek-Safarov-76834,,1986-10-14,Russia,"Makhachkala, Dagestan",,Light Heavyweight,185.42,92.99,Saparbek Safarov
160679,/fighter/Joe-Gigliotti-160679,Capo,1993-08-13,United States,"Gilbert, Arizona",Power MMA Team,Middleweight,180.34,83.91,Joe Gigliotti
146567,/fighter/Jonathan-Meunier-146567,The French Spider,1987-08-04,Canada,"Quebec City, Quebec",Tristar Quebec,Welterweight,190.5,77.11,Jonathan Meunier
55092,/fighter/Christian-Colombo-55092,Godzilla,1980-01-07,Denmark,Copenhagen,Combat Sports Academy,Heavyweight,195.58,113.85,Christian Colombo
162539,/fighter/Anna-Elmose-162539,Panda,N/A,Denmark,Copenhagen,Rumble Sports,Bantamweight,,61.23,Anna Elmose
105897,/fighter/Claudio-Puelles-105897,El Nino,1996-04-21,Peru,Molina,Pitbull Martial Arts Center,Featherweight,180.34,65.77,Claudio Puelles
53904,/fighter/Max-Griffin-53904,Pain,1985-11-29,United States,"Sacramento, California",Marinoble's Martial Arts,Welterweight,182.88,77.11,Max Griffin
18136,/fighter/Jason-Novelli-18136,Pepsi,1979-06-08,United States,"Vancouver, Washington",Team Quest,Lightweight,182.88,70.31,Jason Novelli
155641,/fighter/Chris-Avila-155641,,1993-01-16,United States,"Lodi, California",Cesar Gracie Fight Team,Featherweight,177.8,65.77,Chris Avila
33359,/fighter/Cody-East-33359,The Freight Train,1988-06-29,United States,"Los Lunas, New Mexico",Jackson-Wink MMA,Heavyweight,190.5,118.39,Cody East
184933,/fighter/Phil-Brooks-184933,CM Punk,1978-10-26,United States,"Chicago, Illinois",Roufusport,Welterweight,187.96,77.11,Phil Brooks
180217,/fighter/Veronica-Macedo-180217,,1995-10-30,Venezuela,,Ankos MMA Poznan,Bantamweight,160.02,61.23,Veronica Macedo
76397,/fighter/Jarjis-Danho-76397,Man Mountain,1983-10-15,Syrian Arab Republic,Al-Malikiyah,Hammers Team,Heavyweight,190.5,118.84,Jarjis Danho
47068,/fighter/Sabah-Homasi-47068,The Sleek Sheik,1988-10-19,United States,"East Brunswick, New Jersey",American Top Team,Middleweight,182.88,81.19,Sabah Homasi
77297,/fighter/Alberto-Emiliano-Pereira-77297,Uda,1984-08-08,Brazil,"Blumenau, Santa Catarina",Thai GasparNova Uniao,Middleweight,190.5,83.91,Alberto Emiliano Pereira
179481,/fighter/Cristina-Stanciu-179481,Barbie,1994-03-29,Romania,Bucharest,Planet Eater,Strawweight,165.1,52.16,Cristina Stanciu
161107,/fighter/Tatiana-Suarez-161107,,1990-12-19,United States,"Covina, California",Millennia MMA,Strawweight,165.1,52.16,Tatiana Suarez
87323,/fighter/Cory-Hendricks-87323,,1988-05-10,United States,"Las Vegas, Nevada",Syndicate MMA,Light Heavyweight,182.88,92.99,Cory Hendricks
85664,/fighter/Filip-Pejic-85664,Nitro,1992-07-21,Croatia,Zagreb,Olimp Ban Team,Featherweight,180.34,65.77,Filip Pejic
31065,/fighter/Martin-Svensson-31065,,1985-04-24,Sweden,Malmo,Frontier MMA,Lightweight,185.42,70.31,Martin Svensson
5234,/fighter/Greg-Loughran-5234,The Hitman,1983-05-12,Northern Ireland,Antrim,Elite Fighting Revolution,Lightweight,182.88,70.31,Greg Loughran
6114,/fighter/Yahir-Reyes-6114,Guerrero,1985-08-14,Mexico,"Tijuana, Baja California",Reyes Gym,Featherweight,172.72,65.77,Yahir Reyes
6726,/fighter/Nick-Gonzalez-6726,The Ghost,1981-03-03,United States,"Austin, Texas",Vasquez AcademyParagon Brazilian Jiu-Jitsu,Lightweight,167.64,70.31,Nick Gonzalez
16697,/fighter/Luis-Palomino-16697,Baboon,1980-10-09,Peru,Lima,Jackson-Wink MMA,Lightweight,172.72,68.04,Luis Palomino
8626,/fighter/Ben-Greer-8626,,1984-10-24,Canada,"Vancouver, British Columbia",Universal MMASoares BJJ,Featherweight,,64.86,Ben Greer
514,/fighter/Toby-Imada-514,,1978-07-16,United States,"Los Angeles, California",Victory MMA,Featherweight,172.72,65.77,Toby Imada
3553,/fighter/Alonzo-Martinez-3553,Zo Diddy,1984-04-22,United States,"Papillion, Nebraska",Premier Combat Center,Lightweight,177.8,70.31,Alonzo Martinez
16634,/fighter/Stephen-Ledbetter-16634,,1982-06-30,United States,"Athens, Georgia",Hardcore Gym,Lightweight,175.26,70.31,Stephen Ledbetter
22427,/fighter/Lorenzo-Borgomeo-22427,The Borg,1979-07-05,Italy,Rome,Gloria Fight Center,Welterweight,180.34,72.57,Lorenzo Borgomeo
16841,/fighter/Daniel-Morales-16841,Chango,1981-12-24,United States,"Chula Vista, Florida",Alliance MMA,Lightweight,167.64,70.31,Daniel Morales
23629,/fighter/James-Brasco-23629,,1972-09-05,United States,"Delray Beach, Florida",,Middleweight,177.8,83.01,James Brasco
30801,/fighter/Kevin-Abrante-30801,,1968-01-18,United States,"Deltona, Florida",,Light Heavyweight,185.42,92.08,Kevin Abrante
25169,/fighter/Moyses-Gabin-25169,The Savage,1980-08-14,United States,"Hollywood, Florida",,Middleweight,182.88,83.46,Moyses Gabin
44367,/fighter/Chris-Decaro-44367,,1986-05-20,United States,"Cooper City, Florida",,Middleweight,,83.91,Chris Decaro
14754,/fighter/Gary-Padilla-14754,,1980-09-05,United States,"San Diego, California",Alliance MMA,Middleweight,185.42,83.91,Gary Padilla
30441,/fighter/Josh-LaBerge-30441,,N/A,United States,"Fall River, Massachusetts",Lauzon MMA,Lightweight,177.8,68.49,Josh LaBerge
23779,/fighter/Chris-Simmons-23779,,1985-09-25,United States,Connecticut,Strike Zone MMA,Lightweight,,70.31,Chris Simmons
4630,/fighter/Jorge-Ortiz-4630,The Naked Man,N/A,Mexico,Chihuahua,Ragnarok MMA,Welterweight,185.42,77.11,Jorge Ortiz
11876,/fighter/Aaron-Romero-11876,,1972-07-26,United States,"Wheat Ridge, Colorado",Grudge Training Center,Welterweight,182.88,73.03,Aaron Romero
20976,/fighter/Eric-Reynolds-20976,It's A Wrap,1986-03-17,United States,"Bradenton, Florida",The Dungeon,Lightweight,180.34,69.85,Eric Reynolds
2956,/fighter/Thomas-Schulte-2956,,1981-01-13,United States,"Albuquerque, New Mexico",Fit NHB,Lightweight,175.26,70.31,Thomas Schulte
21843,/fighter/Omar-de-la-Cruz-21843,,1979-11-05,Dominican Republic,"Santo Domingo, National District",Fight Training Academy,Welterweight,180.34,77.11,Omar de la Cruz
24949,/fighter/Victor-Meza-24949,,1981-08-13,United States,"Phoenix, Arizona",MMA Lab,Lightweight,182.88,70.31,Victor Meza
22291,/fighter/Jesse-Juarez-22291,,1981-05-08,United States,"Torrance, California",Bodyshop Fitness Team,Welterweight,185.42,77.56,Jesse Juarez
12198,/fighter/Mikey-Gomez-12198,,1982-05-08,United States,"Newport Beach, California",Reign MMADynamix MMA,Middleweight,185.42,83.91,Mikey Gomez
23404,/fighter/Matt-Makowski-23404,Weapon X,N/A,United States,"Philadelphia, Pennsylvania",Daddis Fight Camps,Welterweight,180.34,77.11,Matt Makowski
8199,/fighter/Aaron-Tregear-8199,,N/A,Canada,"London, Ontario",,Welterweight,,77.11,Aaron Tregear
24538,/fighter/Jared-Hess-24538,,1983-11-13,United States,"Oklahoma City, Oklahoma",Freelance,Middleweight,182.88,83.91,Jared Hess
4476,/fighter/Daniel-Tabera-4476,The Gladiator,1977-12-25,Spain,Valencia,Espanha Imperial,Welterweight,180.34,77.11,Daniel Tabera
15687,/fighter/Norman-Paraisy-15687,,1986-01-07,France,Paris,Black House,Middleweight,182.88,83.91,Norman Paraisy
11329,/fighter/James-Damien-Stelly-11329,,N/A,United States,"Columbus, Georgia",,Light Heavyweight,182.88,92.99,James Damien Stelly
31608,/fighter/Jason-Norwood-31608,Righteous,1984-04-16,United States,"Lawton, Oklahoma",Legionnaire Fight Team,Welterweight,175.26,77.11,Jason Norwood
14914,/fighter/Jon-Kirk-14914,The Jaguar,1978-09-25,United States,"Houston, Texas",Team Kirk,Middleweight,187.96,83.91,Jon Kirk
13268,/fighter/Rudy-Sylvester-Lindsey-13268,,N/A,United States,"Carthage, Missouri",,Heavyweight,187.96,113.4,Rudy Sylvester Lindsey
14408,/fighter/Wayne-Cole-14408,,1971-01-06,United States,"Oklahoma City, Oklahoma",,Middleweight,185.42,83.91,Wayne Cole
2219,/fighter/Virgil-Lozano-2219,The Mexican Machine,N/A,Mexico,"Tijuana, Baja California",Pitbull Gym,Welterweight,180.34,77.11,Virgil Lozano
20975,/fighter/Yosmany-Cabezas-20975,The Spartan,1983-12-27,United States,"Tampa, Florida",Spartan Gym,Light Heavyweight,182.88,87.09,Yosmany Cabezas
4635,/fighter/Edwin-Aguilar-4635,El Tigre,N/A,Mexico,"Tijuana, Baja California",Tiger's Team,Welterweight,177.8,77.11,Edwin Aguilar
45237,/fighter/Tyler-East-45237,The Beast,N/A,United States,"Albuquerque, New Mexico",Fit NHB,Heavyweight,195.58,112.04,Tyler East
